GreekCouncil,GreekOrganization,City,State,Country,School,PublicPrivateSchool,DomesticIntSchool,Boarding,Religion,Gender,Tuition,FreeLunchPercent,AthleteClassification,SportsTeam,Scholarship,TypeScholarship,Latitude,Longitude,Affiliation,SLG
Sorority,Chi Omega,San Diego,California,United States,Francis Parker School,private,Domestic,Day,Unafilliated,Co-Ed,30275,NA,Non-Athlete,None,No,None,32.717421,-117.162771,Panhel,None
None,None,San Francisco,California,United States,Eton College,public,International,Boarding,Unafilliated,All-Boys,52354.83,NA,Non-Athlete,None,No,None,37.779277,-122.41927,Neither,None
None,None,San Francisco,California,United States,Thacher School,private,Domestic,Day,Unafilliated,Co-Ed,58920,NA,Non-Athlete,None,No,None,37.779277,-122.41927,SLG,Wayne Manor
None,None,San Isidro,NA,Peru,Colegio Franklin D Roosevelt,private,Domestic,Day,Unafilliated,Co-Ed,16040,NA,Athlete,Men's Tennis,No,None,-27.436415,-55.938934,SLG,Mundi
None,None,San Isidro,NA,Peru,Colegio Franklin D Roosevelt,private,Domestic,Day,Unafilliated,Co-Ed,16040,NA,Non-Athlete,None,No,None,-27.436415,-55.938934,Neither,None
Sorority,Pi Beta Phi,San Isidro,NA,Peru,Colegio Franklin D Roosevelt,private,Domestic,Day,Unafilliated,Co-Ed,16040,NA,Non-Athlete,None,No,None,-27.436415,-55.938934,Panhel,None
Fraternity,Sigma Phi Epsilon,San Jose,California,United States,Kipp San Jose Collegiate,public,Domestic,Day,Unafilliated,Co-Ed,0,0.72380952,Non-Athlete,None,No,None,37.336191,-121.890583,IFC,None
None,None,San Jose,California,United States,Branham High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.141,Non-Athlete,None,No,None,37.336191,-121.890583,SLG,Cooper
None,None,San Jose,California,United States,San Jose High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.69439071,Non-Athlete,None,No,None,37.336191,-121.890583,Neither,None
Sorority,Zeta Tau Alpha,San Jose,California,United States,Saint Francis High School,private,Domestic,Day,Catholic,Co-Ed,17370,NA,Non-Athlete,None,No,None,37.336191,-121.890583,Panhel,None
None,None,San Marcos,Texas,United States,San Marcos High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.62025901,Non-Athlete,None,No,None,29.882644,-97.940583,Neither,None
None,None,San Mateo,California,United States,Crystal Springs Uplands School,private,Domestic,Day,Unafilliated,Co-Ed,42430,NA,Non-Athlete,None,No,None,37.496904,-122.333057,Neither,None
None,None,San Pedro Garza Garcia,NA,Mexico,Instituto Irlandes Monterrey,private,International,Day,Catholic,All-Boys,NA,NA,Non-Athlete,None,No,None,25.665105,-100.402271,SLG,Mundi
Fraternity,Pi Kappa Alpha,San Rafael,California,United States,Branson School,private,Domestic,Day,Unafilliated,Co-Ed,42285,NA,Non-Athlete,None,No,None,37.973535,-122.531087,IFC,None
None,None,San Rafael,California,United States,Terra Linda High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.27737226,Athlete,Men's Swimming,No,None,37.973535,-122.531087,Neither,None
Sorority,Alpha Delta Pi,San Rafael,California,United States,Branson School,private,Domestic,Day,Unafilliated,Co-Ed,42285,NA,Non-Athlete,None,No,None,37.973535,-122.531087,Panhel,None
None,None,San Ramon,California,United States,Dougherty Valley High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.0589792,Non-Athlete,None,No,None,37.779927,-121.978015,Neither,None
None,None,San Ramon,California,United States,Dougherty Valley High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.0589792,Non-Athlete,None,No,None,37.779927,-121.978015,Neither,None
Sorority,Alpha Phi,San Ramon,California,United States,Dougherty Valley High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.0589792,Non-Athlete,None,No,None,37.779927,-121.978015,Panhel,None
None,None,Sandy,Utah,United States,Waterford School,private,Domestic,Day,Unafilliated,Co-Ed,22625,NA,Non-Athlete,None,No,None,40.572851,-111.83345,Neither,None
Sorority,Delta Delta Delta,Santa Ana,California,United States,Foothill High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.0606488,Non-Athlete,None,No,None,33.749495,-117.873221,Panhel,None
None,None,Santa Barbara,California,United States,Dos Pueblos High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.30434782,Non-Athlete,None,No,None,34.409811,-119.697024,SLG,Ubuntu
Sorority,Kappa Alpha Theta,Santa Barbara,California,United States,Dos Pueblos High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.30434782,Non-Athlete,None,No,None,34.409811,-119.697024,Panhel,None
Fraternity,Chi Psi,Santa Clara,California,United States,The Kings Academy,private,Domestic,Day,Inter-/Non-denominational,Co-Ed,17750,NA,Non-Athlete,None,No,None,37.354113,-121.955174,SLG + IFC,Maxwell
None,None,Santa Fe,New Mexico,United States,Saint Michaels High School,private,Domestic,Day,Catholic,Co-Ed,8360,NA,Non-Athlete,None,Yes,University,35.687,-105.9378,Neither,None
Fraternity,Sigma Phi Epsilon,Santa Monica,California,United States,Wildwood School,private,Domestic,Day,Unafilliated,Co-Ed,38400,NA,Non-Athlete,None,No,None,34.01956,-118.486974,IFC,None
None,None,Santa Monica,California,United States,Santa Monica High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.29524128,Non-Athlete,None,No,None,34.01956,-118.486974,SLG,Mirecourt
None,None,Santa Monica,California,United States,Crossroads School,private,Domestic,Day,Unafilliated,Co-Ed,38002,NA,Non-Athlete,None,No,None,34.01956,-118.486974,Neither,None
Sorority,Gamma Phi Beta,Santa Monica,California,United States,Palisades Charter High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.3059829,Non-Athlete,None,No,None,34.01956,-118.486974,Panhel,None
None,None,Santa Rosa,California,United States,Santa Rosa High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.38802992,Non-Athlete,None,No,None,38.440468,-122.714431,Neither,None
None,None,Santa Rosa Beach,Florida,United States,South Walton High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.23842195,Non-Athlete,None,No,None,30.396032,-86.228832,Neither,None
None,None,Sao Paulo,NA,Brazil,Escola Graduada de Sao Paulo,private,International,Day,Unafilliated,Co-Ed,32392.12,NA,Non-Athlete,None,No,None,-23.550651,-46.633382,SLG,Mundi
None,None,Sao Paulo,NA,Brazil,Escola Graduada de Sao Paulo,private,International,Day,Unafilliated,Co-Ed,32392.12,NA,Non-Athlete,None,No,None,-23.550651,-46.633382,Neither,None
None,None,Sao Paulo,NA,Brazil,Escola Graduada de Sao Paulo,private,International,Day,Unafilliated,Co-Ed,32392.12,NA,Non-Athlete,None,No,None,-23.550651,-46.633382,SLG,Wayne Manor
Sorority,Chi Omega,Sapporo,NA,Japan,Harvard-Westlake School,private,Domestic,Day,Unafilliated,Co-Ed,35900,NA,Non-Athlete,None,No,None,43.049876,141.334297,Panhel,None
Sorority,Kappa Alpha Theta,Sarasota,Florida,United States,Pine View School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.12763037,Non-Athlete,None,No,None,27.336435,-82.530653,Panhel,None
None,None,Saratoga,California,United States,Phillips Exeter Academy,private,Domestic,Boarding,Unafilliated,Co-Ed,49880,NA,Non-Athlete,None,No,None,37.263832,-122.023015,SLG,Cooper
None,None,Saratoga,California,United States,Saratoga High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.00798258,Non-Athlete,None,No,None,37.263832,-122.023015,Neither,None
None,None,Saunderstown,Rhode Island,United States,Bishop Hendricken High School,private,Domestic,Day,Catholic,All-Boys,14450,NA,Non-Athlete,None,No,None,41.50788,-71.4245,Neither,None
None,None,Savannah,Georgia,United States,Savannah Arts Academy,public,Domestic,Day,Unafilliated,Co-Ed,0,0.10506798,Non-Athlete,None,No,None,32.083541,-81.099834,SLG,Arts Theme House
None,None,Savannah,Georgia,United States,Saint Andrews of the Marsh,private,Domestic,Day,Unafilliated,Co-Ed,14850,NA,Non-Athlete,None,No,None,32.083541,-81.099834,Neither,None
None,None,Savannah,Georgia,United States,Savannah Christian Preparatory School,private,Domestic,Day,Inter-/Non-denominational,Co-Ed,9500,NA,Non-Athlete,None,No,None,32.083541,-81.099834,SLG,Round Table
Fraternity,Alpha Epsilon Pi,Scarsdale,New York,United States,Edgemont High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0,Non-Athlete,None,No,None,40.96908,-73.763532,IFC,None
None,None,Scarsdale,New York,United States,Horace Mann School,private,Domestic,Day,Unafilliated,Co-Ed,48600,NA,Non-Athlete,None,No,None,40.96908,-73.763532,Neither,None
None,None,Scarsdale,New York,United States,Ramaz School,private,Domestic,Day,Jewish,Co-Ed,31980,NA,Non-Athlete,None,No,None,40.96908,-73.763532,Neither,None
None,None,Scarsdale,New York,United States,Edgemont High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0,Non-Athlete,None,No,None,40.96908,-73.763532,Neither,None
Sorority,Kappa Kappa Gamma,Scarsdale,New York,United States,Scarsdale High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0,Non-Athlete,None,No,None,40.96908,-73.763532,Panhel,None
Sorority,Delta Gamma,Scarsdale,New York,United States,Scarsdale High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0,Non-Athlete,None,No,None,40.96908,-73.763532,Panhel,None
None,None,Schondorf,NA,Germany,Duke University?,GRADUATED,,Day,,,,NA,,,,,,,,
None,None,Scotch Plains,New Jersey,United States,Union County Magnet High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.06551724,Non-Athlete,None,No,None,40.65538,-74.389873,Neither,None
None,None,Scottsdale,Arizona,United States,Chaparral High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.0521,Athlete,Men's Soccer,No,None,33.509122,-111.899236,Neither,None
None,None,Scottsdale,Arizona,United States,Brophy College Preparatory,private,Domestic,Day,Catholic,All-Boys,14650,NA,Non-Athlete,None,Yes,AB,33.509122,-111.899236,Neither,None
None,None,Scottsdale,Arizona,United States,Chaparral High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.0521,Non-Athlete,None,No,None,33.509122,-111.899236,Neither,None
None,None,Scottsdale,Arizona,United States,Basis Scottsdale Charter School,public,Domestic,Day,Unafilliated,Co-Ed,0,0,Non-Athlete,None,No,None,33.509122,-111.899236,Neither,None
None,None,Scottsdale,Arizona,United States,Basis Scottsdale Charter School,public,Domestic,Day,Unafilliated,Co-Ed,0,0,Non-Athlete,None,No,None,33.509122,-111.899236,Neither,None
None,None,Seattle,Washington,United States,University Preparatory Academy,private,Domestic,Day,Unafilliated,Co-Ed,33850,NA,Non-Athlete,None,No,None,47.603832,-122.330062,Neither,None
None,None,Selebi Phikwe,NA,Botswana,Maru-A-Pula School,private,International,Day,Unafilliated,Co-Ed,2834.21,NA,Non-Athlete,None,No,None,-21.978571,27.837353,Neither,None
None,None,Seoul,NA,South Korea,Hankuk Academy of Foreign Studies,private,International,Boarding,Unafilliated,Co-Ed,NA,NA,Non-Athlete,None,No,None,37.566679,126.978291,Neither,None
None,None,Seoul,NA,South Korea,Robert Louis Stevenson School,private,Domestic,Day,Unafilliated,Co-Ed,51000,NA,Non-Athlete,None,No,None,37.566679,126.978291,Neither,None
None,None,Seoul,NA,South Korea,Cheongshim International Academy,private,International,Boarding,Unafilliated,Co-Ed,18800,NA,Non-Athlete,None,No,None,37.566679,126.978291,Neither,None
None,None,Seoul,NA,South Korea,Mentor College,private,International,Day,Unafilliated,Co-Ed,16479.66,NA,Non-Athlete,None,No,None,37.566679,126.978291,Neither,None
None,None,Seoul,NA,South Korea,McCallie School,private,International,Boarding,Presbyterian,All-Boys,47950,NA,Non-Athlete,None,No,None,37.566679,126.978291,Neither,None
None,None,Seoul,NA,South Korea,Garrison Forest School,private,Domestic,Boarding,Unafilliated,All-Girls,42600,NA,Non-Athlete,None,No,None,37.566679,126.978291,Neither,None
None,None,Seoul,NA,South Korea,Korean Minjok Leadership Academy,private,International,Boarding,Unafilliated,Co-Ed,15000,NA,Non-Athlete,None,No,None,37.566679,126.978291,Neither,None
None,None,Seoul,NA,South Korea,Korean Minjok Leadership Academy,private,International,Boarding,Unafilliated,Co-Ed,15000,NA,Non-Athlete,None,No,None,37.566679,126.978291,Neither,None
None,None,Seoul,NA,South Korea,Daewon Foreign Language High School,private,International,Day,Unafilliated,Co-Ed,5747.4,NA,Non-Athlete,None,No,None,37.566679,126.978291,Neither,None
None,None,Shaker Heights,Ohio,United States,Shaker Heights High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.43683917,Non-Athlete,None,No,None,41.473942,-81.537067,SLG,Mirecourt
Fraternity,Delta Sigma Phi,Shanghai,NA,China,British International School Shanghai,private,International,Day,Unafilliated,Co-Ed,46838.53,NA,Non-Athlete,None,No,None,31.225344,121.488892,IFC,None
None,None,Shanghai,NA,China,The High School - Fudan University,public,International,Day,Unafilliated,Co-Ed,11695.64,NA,Non-Athlete,None,No,None,31.225344,121.488892,SLG,Alpha Phi Omega
None,None,Shanghai,NA,China,Shanghai Jianping High School,public,International,Day,Unafilliated,Co-Ed,0,NA,Non-Athlete,None,No,None,31.225344,121.488892,SLG,Alpha Phi Omega
None,None,Shanghai,NA,China,Shanghai High School International Div,private,International,Day,Unafilliated,Co-Ed,8474.95,NA,Non-Athlete,None,No,None,31.225344,121.488892,Neither,None
None,None,Shanghai,NA,China,Shanghai American School,private,International,Day,Unafilliated,Co-Ed,38442.5,NA,Non-Athlete,None,No,None,31.225344,121.488892,Neither,None
None,None,Shanghai,NA,China,The High School - Fudan University,public,International,Day,Unafilliated,Co-Ed,11695.64,NA,Non-Athlete,None,No,None,31.225344,121.488892,Neither,None
None,None,Shanghai,NA,China,Choate Rosemary Hall,private,Domestic,Boarding,Unafilliated,Co-Ed,56600,NA,Non-Athlete,None,No,None,31.225344,121.488892,Neither,None
None,None,Shanghai,NA,China,Pennington School,private,Domestic,Boarding,Methodist,Co-Ed,53950,NA,Non-Athlete,None,No,None,31.225344,121.488892,Neither,None
None,None,Shanghai,NA,China,Shanghai Nanyang Model High School,public,International,Day,Unafilliated,Co-Ed,0,NA,Non-Athlete,None,No,None,31.225344,121.488892,Neither,None
None,None,Shanghai,NA,China,Shanghai Jiaotong University,TRANSFER,,Day,,,,NA,,,,,,,,
None,None,Sharjah,NA,United Arab Emirates,Lycee Francais Georges Pompidou,private,International,Day,Unafilliated,Co-Ed,13093.46,NA,Non-Athlete,None,No,None,25.229721,55.782251,SLG,Maxwell
None,None,Sharon,Massachusetts,United States,Noble and Greenough School,private,Domestic,Day,Unafilliated,Co-Ed,46250,NA,Non-Athlete,None,No,None,42.12371,-71.178663,Neither,None
None,None,Sharon,Massachusetts,United States,Sharon High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.07880434,Non-Athlete,None,No,None,42.12371,-71.178663,Neither,None
Sorority,Gamma Phi Beta,Shelby,North Carolina,United States,Thomas Jefferson Classical Academy,public,Domestic,Day,Unafilliated,Co-Ed,0,0.135729,Non-Athlete,None,No,None,35.292351,-81.535646,Panhel,None
Sorority,Delta Gamma,Shelton,Connecticut,United States,Shelton High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.21225806,Non-Athlete,None,No,None,41.316486,-73.093164,Panhel,None
None,None,Shenzhen,NA,China,Shenzhen Middle School,public,International,Day,Unafilliated,Co-Ed,0,NA,Non-Athlete,None,No,None,22.544267,114.054533,SLG,LangDorm
None,None,Shenzhen,NA,China,Shenzhen Experimental School,public,International,Day,Unafilliated,Co-Ed,0,NA,Non-Athlete,None,No,None,22.544267,114.054533,Neither,None
None,None,Shenzhen,NA,China,Georgetown Preparatory School,private,Domestic,Boarding,Catholic,All-Boys,58445,NA,Non-Athlete,None,No,None,22.544267,114.054533,Neither,None
None,None,Shenzhen,NA,China,Shenzhen Experimental School,public,International,Day,Unafilliated,Co-Ed,0,NA,Non-Athlete,None,No,None,22.544267,114.054533,Neither,None
None,None,Sherborn,Massachusetts,United States,Dover-Sherborn Regional High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.04072398,Non-Athlete,None,No,None,42.238986,-71.369781,Neither,None
Fraternity,Alpha Epsilon Pi,Short Hills,New Jersey,United States,Millburn High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.02921195,Non-Athlete,None,No,None,40.747879,-74.325427,IFC,None
Fraternity,Pi Kappa Alpha,Short Hills,New Jersey,United States,Millburn High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.02921195,Non-Athlete,None,No,None,40.747879,-74.325427,IFC,None
Fraternity,Sigma Nu,Short Hills,New Jersey,United States,Millburn High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.02921195,Non-Athlete,None,No,None,40.747879,-74.325427,IFC,None
None,None,Short Hills,New Jersey,United States,Millburn High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.02921195,Non-Athlete,None,No,None,40.747879,-74.325427,Neither,None
Sorority,Gamma Phi Beta,Signal Mountain,Tennessee,United States,Girls Preparatory School,private,Domestic,Day,Unafilliated,All-Girls,24350,NA,Non-Athlete,None,No,None,35.121462,-85.374961,Panhel,None
None,None,Silver Spring,Maryland,United States,James Hubert Blake High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.2,Non-Athlete,None,No,None,38.990666,-77.026088,Neither,None
None,None,Singapore,NA,Singapore,United World College-Dover,private,International,Day,Unafilliated,Co-Ed,30724.17,NA,Non-Athlete,None,No,None,1.290453,103.852038,SLG,Mirecourt
None,None,Singapore,NA,Singapore,United World College-Dover,private,International,Day,Unafilliated,Co-Ed,30724.17,NA,Non-Athlete,None,No,None,1.290453,103.852038,SLG,Mirecourt
None,None,Singapore,NA,Singapore,Raffles Institution,public,International,Day,Unafilliated,Co-Ed,2708.82,NA,Non-Athlete,None,No,None,1.290453,103.852038,Neither,None
None,None,Singapore,NA,Singapore,Berkshire School,private,Domestic,Boarding,Unafilliated,Co-Ed,60400,NA,Non-Athlete,None,No,None,1.290453,103.852038,Neither,None
None,None,Singapore,NA,Singapore,Singapore American School,private,International,Day,Unafilliated,Co-Ed,30888.62,NA,Non-Athlete,None,No,None,1.290453,103.852038,Neither,None
None,None,Singapore,NA,Singapore,Nus High School of Math & Science,private,International,Day,Unafilliated,Co-Ed,2714.11,NA,Non-Athlete,None,No,None,1.290453,103.852038,Neither,None
None,None,Singapore,NA,Singapore,Raffles Institution,public,International,Day,Unafilliated,Co-Ed,2708.82,NA,Non-Athlete,None,No,None,1.290453,103.852038,Neither,None
None,None,Singapore,NA,Singapore,Raffles Institution,public,International,Day,Unafilliated,Co-Ed,2708.82,NA,Non-Athlete,None,No,None,1.290453,103.852038,Neither,None
None,None,Singapore,NA,Singapore,Raffles Institution,public,International,Day,Unafilliated,Co-Ed,2708.82,NA,Non-Athlete,None,No,None,1.290453,103.852038,Neither,None
